ID,English,Category,Notes
2208,"""vCard 3.0"",other,
2209,"""vCard 4.0"",other,
2210,"""{count, plural, one {# event} other {# events}}"",calendar,
2211,"""{count, plural, one {# selected} other {# selected}}"",sentences,
2212,"""{count} days before"",other,
2213,"""{count} hours before"",other,
2214,"""{count} minutes before"",other,
2215,"""{count} of {max} email addresses added"",mail,
2216,"""{count} sessions revoked successfully"",sentences,
2217,"""{count}m ago"",other,
2218,"""{hour}h"",other,
2219,"""{name}"",other,
2220,"""{name} is read-only. You cannot edit contacts or lists."",contacts,
2221,"""{name} responded: {status}"",other,
2222,"""{name} · free · {time}"",sentences,
2223,"""{number, plural, one {# contact} other {# contacts}}"",contacts,
2224,"""{number, plural, one {# list} other {# lists}}"",sentences,
2225,"""{number, plural, one {# member selected} other {# members selected}}"",sentences,
2226,"""{number, plural, one {# member} other {# members}}"",sentences,
2227,"""{number, plural, one {# message} other {# messages}}"",mail,
2228,"""{number, plural, one {# selected} other {# selected}}"",sentences,
2229,"""{selected} of {total} row(s) selected."",sentences,
2230,"""← Swipe to navigate →"",sentences,
2231,"""← Swipe to see all days →"",sentences,
